id,cast_parsed
425,"John Leguizamo,Goran Visnjic,Denis Leary,Jack Black,Ray Romano"
6171,"Timothy Olyphant,Morgan Freeman,Damian Lewis,Thomas Jane,Jason Lee"
72976,"Joseph Gordon-Levitt,David Strathairn,Daniel Day-Lewis,James Spader,Sally Field"
603,"Laurence Fishburne,Carrie-Anne Moss,Gloria Foster,Keanu Reeves,Hugo Weaving"
568,"Bill Paxton,Kevin Bacon,Gary Sinise,Tom Hanks,Ed Harris"
9021,"Elizabeth Mitchell,Spencer Breslin,David Krumholtz,Eric Lloyd,Tim Allen"
82695,"Sacha Baron Cohen,Amanda Seyfried,Anne Hathaway,Russell Crowe,Hugh Jackman"
9489,"Parker Posey,Greg Kinnear,Katie Sagona,Tom Hanks,Meg Ryan"
12133,"Mary Steenburgen,Richard Jenkins,John C. Reilly,Will Ferrell,Adam Scott"
9342,"Catherine Zeta-Jones,Antonio Banderas,Anthony Hopkins,Stuart Wilson,Diego Sieres"
41733,"Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan,Juliette Lewis,Jamie Foxx"
227306,"Domhnall Gleeson,Garrett Hedlund,Jack O'Connell,Finn Wittrock,Miyavi"
5551,"Donald Sutherland,Tommy Lee Jones,James Cromwell,Clint Eastwood,James Garner"
9350,"Sylvester Stallone,Michael Rooker,Janine Turner,John Lithgow,Rex Linn"
9208,"Christian Slater,Samantha Mathis,John Travolta,Delroy Lindo,Bob Gunton"
4244,"Spencer Breslin,Emily Mortimer,Bruce Willis,Chi McBride,Lily Tomlin"
1852,"Maggie Gyllenhaal,Jay Hernandez,Nicolas Cage,Michael Peña,Maria Bello"
11820,"Maggie Gyllenhaal,Ginnifer Goodwin,Kirsten Dunst,Julia Roberts,Julia Stiles"
76493,"Sacha Baron Cohen,Sayed Badreya,Aasif Mandvi,Anna Faris,Megan Fox"
345,"Madison Eginton,Sydney Pollack,Jackie Sawiris,Nicole Kidman,Tom Cruise"
196867,"Quvenzhané Wallis,Bobby Cannavale,Cameron Diaz,Jamie Foxx,Rose Byrne"
256591,"Rodrigo Santoro,Gerald McRaney,Margot Robbie,Robert Taylor,Will Smith"
59962,"Reese Witherspoon,Laura Vandervoort,Angela Bassett,Chris Pine,Tom Hardy"
36648,"Kris Kristofferson,Dominic Purcell,Ryan Reynolds,Wesley Snipes,Jessica Biel"
1880,"C. Thomas Howell,Patrick Swayze,Charlie Sheen,Darren Dalton,Lea Thompson"
9440,"Billy Bob Thornton,Emma Thompson,John Travolta,Adrian Lester,Kathy Bates"
71679,"Michelle Rodriguez,Sienna Guillory,Aryana Engineer,Milla Jovovich,Li Bingbing"
10483,"Natalie Martinez,Tyrese Gibson,Jason Statham,Ian McShane,Joan Allen"
11412,"Samuel L. Jackson,Craig Bierko,Geena Davis,Tom Amandes,Yvonne Zima"
11983,"Russell Crowe,David Caruso,David Morse,Pamela Reed,Meg Ryan"
6795,"Kristen Stewart,Josh Hutcherson,Tim Robbins,Dax Shepard,Jonah Bobo"
550,"Helena Bonham Carter,Edward Norton,Jared Leto,Brad Pitt,Meat Loaf"
11170,"Matthew McConaughey,David Strathairn,Anthony Mackie,Ian McShane,Matthew Fox"
9292,"Richard E. Grant,Andie MacDowell,Bruce Willis,James Coburn,Danny Aiello"
10783,"Michael Rapaport,John Travolta,Lisa Kudrow,Ed O'Neill,Tim Roth"
100241,"Yvonne Strahovski,Courtney Miranda,Aaron Eckhart,Bill Nighy,Jai  Otto"
257,"Edward Hardwicke,Jamie Foreman,Ben Kingsley,Barney Clark,Harry Eden"
9947,"Cary-Hiroyuki Tagawa,Jennifer Garner,Goran Visnjic,Terence Stamp,Will Yun Lee"
189,"Joseph Gordon-Levitt,Rosario Dawson,Mickey Rourke,Jessica Alba,Josh Brolin"
12618,"Kristin Scott Thomas,Charles S. Dutton,Dennis Haysbert,Harrison Ford,Bonnie Hunt"
253412,"Sam Worthington,Jake Gyllenhaal,Jason Clarke,Josh Brolin,John Hawkes"
1427,"Birgit Minichmayr,Simon Chandler,Richard Felix,David Calder,Ben Whishaw"
818,"Beyoncé Knowles,Mindy Sterling,Michael York,Mike Myers,Seth Green"
16577,"Donald Sutherland,Freddie Highmore,Nicolas Cage,Kristen Bell,Bill Nighy"
329,"Richard Attenborough,Jeff Goldblum,Laura Dern,Sam Neill,Bob Peck"
12160,"Kevin Costner,David Andrews,Dennis Quaid,Gene Hackman,Linden Ashby"
9331,"Joaquim de Almeida,Harrison Ford,Willem Dafoe,Henry Czerny,Anne Archer"
300168,"Benny Urquidez,Sharni Vinson,Adrien Brody,Jackie Chan,John Cusack"
9072,"Kerry Washington,John Witherspoon,Marlon Wayans,Tracy Morgan,Shawn Wayans"
3536,"Matthew McConaughey,Harvey Keitel,Jon Bon Jovi,Bill Paxton,David Keith"
9087,"Anna Deavere Smith,Michael Douglas,Michael J. Fox,Annette Bening,Martin Sheen"
12177,"Justin Timberlake,Jessica Alba,Romany Malco,Meagan Good,Mike Myers"
12138,"Christian Slater,Kevin Costner,Courteney Cox,Kurt Russell,Kevin Pollak"
273248,"Jennifer Jason Leigh,Samuel L. Jackson,Walton Goggins,Demián Bichir,Kurt Russell"
9955,"Jenna Fischer,Will Ferrell,Amy Poehler,Will Arnett,Jon Heder"
50359,"Elizabeth Perkins,James Marsden,Russell Brand,Hank Azaria,Kaley Cuoco"
1271,"Gerard Butler,Vincent Regan,David Wenham,Dominic West,Lena Headey"
693,"Barbra Streisand,Dustin Hoffman,Robert De Niro,Ben Stiller,Teri Polo"
14306,"Jennifer Aniston,Kathleen Turner,Owen Wilson,Alan Arkin,Eric Dane"
497,"Michael Clarke Duncan,James Cromwell,Bonnie Hunt,David Morse,Tom Hanks"
11199,"William H. Macy,Martin Lawrence,John Travolta,Ray Liotta,Tim Allen"
9982,"Garry Marshall,Joan Cusack,Zach Braff,Steve Zahn,Dan Molina"
210577,"Neil Patrick Harris,Rosamund Pike,Ben Affleck,Tyler Perry,Carrie Coon"
2501,"Franka Potente,Chris Cooper,Matt Damon,Clive Owen,Brian Cox"
710,"Izabella Scorupco,Pierce Brosnan,Famke Janssen,Joe Don Baker,Sean Bean"
2275,"Leslie Stefanson,Madeleine Stowe,James Cromwell,Timothy Hutton,John Travolta"
37165,"Natascha McElhone,Noah Emmerich,Laura Linney,Jim Carrey,Ed Harris"
9837,"Michelle Pfeiffer,Patrick Stewart,Sandra Bullock,Ralph Fiennes,Val Kilmer"
10708,"Eddie Murphy,Kevin Nealon,Jeff Garlin,Regina King,Steve Zahn"
136400,"Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,Fred Ward"
10992,"Elizabeth Perkins,Alexander Pollock,Miriam Margolyes,Tobey Maguire,Jeff Goldblum"
9654,"Charlize Theron,Mark Wahlberg,Edward Norton,Jason Statham,Seth Green"
2642,"Sandra Bullock,Robert Klein,Alicia Witt,Hugh Grant,Dana Ivey"
8916,"Anne Bancroft,Danny Glover,Gene Hackman,Dan Aykroyd,Woody Allen"
19899,"Jason Bateman,Malin Åkerman,Kristen Bell,Vince Vaughn,Jon Favreau"
2119,"Nicole Kidman,Robert Duvall,Randy Quaid,Tom Cruise,Cary Elwes"
9641,"Jonathan Bennett,Steve Martin,Bonnie Hunt,Eugene Levy,Tom Welling"
294254,"Thomas Brodie-Sangster,Giancarlo Esposito,Kaya Scodelario,Dylan O'Brien,Aidan Gillen"
38167,"Richard Jenkins,Javier Bardem,Julia Roberts,James Franco,Billy Crudup"
5994,"Amber Valletta,Nicolas Cage,Saul Rubinek,Don Cheadle,Téa Leoni"
39514,"Mary-Louise Parker,John Malkovich,Helen Mirren,Bruce Willis,Karl Urban"
9563,"Dennis Quaid,Cameron Diaz,James Woods,Jamie Foxx,Al Pacino"
547,"Kristin Scott Thomas,Scarlett Johansson,Robert Redford,Dianne Wiest,Sam Neill"
1538,"Jada Pinkett Smith,Mark Ruffalo,Jamie Foxx,Tom Cruise,Peter Berg"
9334,"Michael Clarke Duncan,Dwayne Johnson,Steven Brand,Bernard Hill,Kelly Hu"
11128,"Jacinda Barrett,Joaquin Phoenix,Morris Chestnut,Robert Patrick,John Travolta"
75780,"Richard Jenkins,Rosamund Pike,David Oyelowo,Werner Herzog,Tom Cruise"
8914,"Samuel L. Jackson,Michael Rapaport,Saffron Burrows,Thomas Jane,LL Cool J"
13576,"Michael Jackson,Patrick Wood"
39538,"Marion Cotillard,Gwyneth Paltrow,Kate Winslet,Matt Damon,Jude Law"
10628,"Christopher Walken,Anthony Anderson,Michael Shannon,Jerry O'Connell,Estella Warren"
14836,"Jennifer Saunders,Dakota Fanning,Teri Hatcher,Keith David,Dawn French"
8645,"Spencer Breslin,Zooey Deschanel,John Leguizamo,Mark Wahlberg,Betty Buckley"
9509,"Mitchell Christopher,Denzel Washington,Dakota Fanning,Radha  Walken,Marc Anthony"
10067,"Robert Downey Jr.,Spencer Breslin,Kristin Davis,Danny Glover,Tim Allen"
9384,"Fred Williamson,Vince Vaughn,Owen Wilson,Ben Stiller,Snoop Dogg"
9279,"Arnold Schwarzenegger,Phil Hartman,Rita Wilson,Jake Lloyd,Sinbad"
1487,"Jeffrey Tambor,Rupert Evans,Ron Perlman,Selma Blair,John Hurt"
9422,"William H. Macy,John Travolta,Robert Duvall,Tony Shalhoub,Zeljko Ivanek"
77174,"Kodi Smit-McPhee,Jodelle Ferland,Tucker Albrizzi,Casey Affleck,Anna Kendrick"
4824,"Sidney Poitier,J.K. Simmons,Bruce Willis,Richard Gere,Diane Venora"
9620,"Aaron Eckhart,Paul Giamatti,Ben Affleck,Uma Thurman,Colm Feore"
9302,"Michelle Pfeiffer,Stockard Channing,Robert Redford,Kate Nelligan,Joe Mantegna"
10199,"Matthew Broderick,Dustin Hoffman,Tracey Ullman,Emma Watson,Kevin Kline"
10771,"Jennifer Love Hewitt,Ritchie Coster,Jason Isaacs,Jackie Chan,Debi Mazar"
3512,"Katherine Heigl,Morris Chestnut,Everett McGill,Steven Seagal,Eric Bogosian"
137094,"Lenn Kudrjawizki,Keira Knightley,Kenneth Branagh,Kevin Costner,Chris Pine"
274479,"Jennifer Lawrence,Bradley Cooper,Robert De Niro,Dascha Polanco,Edgar Ramírez"
267860,"Morgan Freeman,Angela Bassett,Aaron Eckhart,Gerard Butler,Melissa Leo"
8078,"Sigourney Weaver,Michael Wincott,Winona Ryder,Ron Perlman,Brad Dourif"
7485,"Mark Wahlberg,Danny Glover,Michael Peña,Elias Koteas,Kate Mara"
170687,"Isaac Hempstead-Wright,Dee Bradley Baker,Toni Collette,Ben Kingsley,Elle Fanning"
6435,"Stockard Channing,Evan Rachel Wood,Sandra Bullock,Nicole Kidman,Goran Visnjic"
137106,"Elizabeth Banks,Nick Offerman,Will Ferrell,Chris Pratt,Will Arnett"
10040,"Enrique Murciano,William Shatner,Sandra Bullock,Eileen Brennan,Regina King"
6278,"Matthew McConaughey,Izabella Scorupco,Alexander Siddig,Christian Bale,Gerard Butler"
82682,"Ryan Gosling,Josh Brolin,Emma Stone,Nick Nolte,Sean Penn"
17610,"Olivia Wilde,Oliver Platt,Michael Cera,David Cross,Jack Black"
22954,"Patrick Mofokeng,Morgan Freeman,Tony Kgoroge,Matt Damon,Matt Stern"
16995,"Rachel McAdams,Russell Crowe,Jason Bateman,Robin Wright,Ben Affleck"
16558,"Lisa Roberts Gillan,Paul Giamatti,Julia Roberts,Tom Wilkinson,Clive Owen"
9849,"Christopher Lloyd,Elizabeth Hurley,Wallace Shawn,Jeff Daniels,Daryl Hannah"
5820,"Kiefer Sutherland,Michael Douglas,Martin Donovan,Kim Basinger,Eva Longoria"
16866,"Seann William Scott,Dwayne Johnson,Jessica Biel,Gary Oldman,Justin Long"
201,"Patrick Stewart,Jonathan Frakes,Michael Dorn,Brent Spiner,LeVar Burton"
11775,"Catherine Zeta-Jones,Richard Jenkins,Edward Herrmann,George Clooney,Geoffrey Rush"
87825,"Justin Timberlake,Matthew Lillard,Clint Eastwood,John Goodman,Amy Adams"
12201,"Shawn Roberts,Ray Winstone,Danny Huston,Denis O'Hare,Mel Gibson"
11015,"Penelope Ann Miller,Clayton Rohner,James Whitmore,Tom Sizemore,Linda Hunt"
9932,"Robert De Niro,Cathy Moriarty,Billy Crystal,Joe Viterelli,Lisa Kudrow"
13389,"Donnie Wahlberg,Robert De Niro,Carla Gugino,Al Pacino,50 Cent"
8838,"Bruce Willis,Alec Baldwin,Kim Dickens,Chi McBride,Miko Hughes"
17332,"Robert Downey Jr.,Catherine Keener,Michael Bunin,Nelsan Ellis,Jamie Foxx"
4958,"Charlize Theron,Bruce McGill,Joel Gretsch,Will Smith,Matt Damon"
786,"Frances McDormand,Patrick Fugit,Billy Crudup,Kate Hudson,Jason Lee"
9513,"Jennifer Love Hewitt,Ian Abercrombie,Billy Connolly,Breckin Meyer,Bill Murray"
11679,"Samuel L. Jackson,Scott Speedman,Peter Strauss,Willem Dafoe,Ice Cube"
38321,"Paul Bettany,Lily Collins,Cam Gigandet,Karl Urban,Maggie Q"
14411,"Catherine Zeta-Jones,Michelle Pfeiffer,Dennis Haysbert,Joseph Fiennes,Brad Pitt"
8413,"Laurence Fishburne,Joely Richardson,Kathleen Quinlan,Richard T. Jones,Sam Neill"
10052,"Susanna Thompson,Kevin Costner,Kathy Bates,Joe Morton,Ron Rifkin"
9676,"Scarlett Johansson,Aaron Eckhart,Josh Hartnett,Hilary Swank,Mia Kirshner"
9664,"Philip Winchester,David Ellison,James Franco,Abdul Salis,Jean Reno"
2100,"James Gandolfini,Robert Redford,Mark Ruffalo,Delroy Lindo,Steve Burton"
10384,"Lou Diamond Phillips,Peter Facinelli,Angela Bassett,Robert Forster,James Spader"
137321,"Jessica Brown Findlay,Jennifer Connelly,Russell Crowe,Colin Farrell,William Hurt"
123553,"Jamie Campbell Bower,Robert Sheehan,Lily Collins,Kevin Zegers,Jemima West"
11260,"Elizabeth Banks,Gabrielle Union,Eddie Murphy,Scott Caan,Ed Helms"
9009,"Pete Postlethwaite,Jennifer Connelly,John C. Reilly,Dougray Scott,Tim Roth"
11374,"Matthew McConaughey,Woody Harrelson,Sally Kirkland,Martin Landau,Jenna Elfman"
2309,"Sienna Guillory,Brendan Fraser,Eliza Bennett,Paul Bettany,Andy Serkis"
8285,"Scarlett Johansson,Samuel L. Jackson,Gabriel Macht,Eva Mendes,Paz Vega"
210860,"Gwyneth Paltrow,Ewan McGregor,Paul Bettany,Johnny Depp,Olivia Munn"
2312,"John Rhys-Davies,Leelee Sobieski,Jason Statham,Burt Reynolds,Ray Liotta"
9839,"Angelina Jolie,Noah Emmerich,Linus Roache,Clive Owen,Teri Polo"
381902,"Aaron Kwok,Feng Xiao,Gong Li,Him Law"
13922,"Connie Nielsen,Benjamin Bratt,Joseph Fiennes,Marton Csokas,James Franco"
293660,"Morena Baccarin,Ryan Reynolds,T.J. Miller,Gina Carano,Ed Skrein"
9713,"Jeff Goldblum,Kelly Preston,Robert Loggia,Eddie Murphy,Jon Cryer"
190859,"Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,Ben Reed"
257445,"Dylan Minnette,Jillian Bell,Jack Black,Odeya Rush,Amy Ryan"
9007,"Dina Spybey-Waters,Reese Witherspoon,Mark Ruffalo,Ben Shenkman,Donal Logue"
889,"Kristen Johnston,Stephen Baldwin,Jane Krakowski,Joan Collins,Mark Addy"
1370,"Sylvester Stallone,Richard Crenna,Kurtwood Smith,Spiros Focás,Sasson Gabai"
4942,"Renée Zellweger,George Clooney,John Krasinski,Wayne Duvall,Stephen Root"
24438,"Sarah Jessica Parker,Mary Steenburgen,Natalia Klimas,Sam Elliott,Hugh Grant"
116741,"Max Minghella,Vince Vaughn,Aasif Mandvi,Owen Wilson,Rose Byrne"
35791,"Wentworth Miller,Milla Jovovich,Kacey Clarke,Kim Coates,Ali Larter"
72431,"Cuba Gooding Jr.,Terrence Howard,Bryan Cranston,David Oyelowo,Daniela Ruah"
1813,"Charlize Theron,Jeffrey Jones,Keanu Reeves,Judith Ivey,Al Pacino"
87428,"Eva Amurri Martino,Leighton Meester,Susan Sarandon,Adam Sandler,Andy Samberg"
8840,"Pete Postlethwaite,Julie Christie,David Thewlis,Dennis Quaid,Dina Meyer"
10589,"Woody Harrelson,Russell Hornsby,Pierce Brosnan,Salma Hayek,Troy Garity"
71676,"Violante Placido,Johnny Whitworth,Fergus Riordan,Nicolas Cage,Ciarán Hinds"
1722,"Christian Bale,Penélope Cruz,Nicolas Cage,Irene Papas,John Hurt"
10022,"Lauren Graham,Brittany Snow,Chris Potter,Vin Diesel,Faith Ford"
11358,"Johnny Knoxville,Dwayne Johnson,Kristen Wilson,Neal McDonough,Cobie Smulders"
13,"Mykelti Williamson,Robin Wright,Gary Sinise,Sally Field,Tom Hanks"
6477,"Cameron Richardson,David Cross,Justin Long,Jane Lynch,Jason Lee"
1597,"Robert De Niro,Blythe Danner,Owen Wilson,Ben Stiller,Teri Polo"
10530,"David Ogden Stiers,Russell Means,Irene Bedard,John Kassir,Mel Gibson"
1924,"Christopher Reeve,Marlon Brando,Margot Kidder,Gene Hackman,Ned Beatty"
9327,"Jada Pinkett Smith,Dave Chappelle,Eddie Murphy,James Coburn,Larry Miller"
8488,"Julie Ann Emery,Amber Valletta,Kevin James,Will Smith,Eva Mendes"
10603,"Thomas Haden Church,Richard Roundtree,Brendan Fraser,Leslie Mann,John Cleese"
8273,"Seann William Scott,Thomas Ian Nicholas,Eddie Kaye Thomas,Alyson Hannigan,Jason Biggs"
109424,"Catherine Keener,Chris Mulkey,Max Martini,Yul Vazquez,Tom Hanks"
35056,"Taraji P. Henson,Mark Wahlberg,Jimmi Simpson,Steve Carell,Tina Fey"
8839,"Christina Ricci,Cathy Moriarty,Bill Pullman,Joe Nipote,Eric Idle"
156022,"Chloë Grace Moretz,Denzel Washington,Marton Csokas,David Harbour,Haley Bennett"
7303,"Natasha Richardson,Jennifer Lopez,Ralph Fiennes,Stanley Tucci,Tyler Posey"
8963,"Denzel Washington,Viggo Mortensen,George Dzundza,Gene Hackman,Matt Craven"
1402,"Thandie Newton,Jaden Smith,James Karen,Will Smith,Brian Howe"
9315,"Peter Sarsgaard,Jodie Foster,Michael Irby,Kate Beahan,Sean Bean"
8984,"Donald Sutherland,Michael Douglas,Jacqueline Kim,Dylan Baker,Demi Moore"
795,"Andre Braugher,Nicolas Cage,Dennis Franz,Colm Feore,Meg Ryan"
24,"David Carradine,Vivica A. Fox,Daryl Hannah,Uma Thurman,Lucy Liu"
11353,"Christine Baranski,Heather Graham,Jamie Kennedy,Eddie Murphy,Steve Martin"
393,"Gordon Liu Chia-Hui,David Carradine,Michael Madsen,Daryl Hannah,Uma Thurman"
9618,"Sylvester Stallone,Kurt Russell,Teri Hatcher,Jack Palance,Brion James"
9374,"Isabella Rossellini,Bruce Willis,Meryl Streep,Goldie Hawn,Ian Ogilvy"
8584,"Xander Berkeley,Owen Wilson,Jackie Chan,Roger Yuan,Lucy Liu"
2320,"John Leguizamo,Steven Seagal,Oliver Platt,Kurt Russell,Halle Berry"
58224,"Ophelia Lovibond,Madeline Carroll,Angela Lansbury,Carla Gugino,Jim Carrey"
1729,"Michael Angarano,Jackie Chan,Li Bingbing,Liu Yifei,Jet Li"
175574,"Woody Harrelson,George Takei,Owen Wilson,Amy Poehler,Colm Meaney"
8077,"Pete Postlethwaite,Charles S. Dutton,Sigourney Weaver,Charles Dance,Ralph Brown"
8818,"Antonio Banderas,Jonathan Pryce,Victoria Sus,Jimmy Nail,Madonna"
8195,"Stellan Skarsgård,Natascha McElhone,Robert De Niro,Sean Bean,Jean Reno"
10586,"Michael Douglas,Emily Mortimer,Tom Wilkinson,Val Kilmer,John Kani"
116149,"Imelda Staunton,Michael Gambon,Nicole Kidman,Peter Capaldi,Ben Whishaw"
80035,"Rosemarie DeWitt,Richard Ayoade,Vince Vaughn,Ben Stiller,Jonah Hill"
10632,"Benicio del Toro,Leslie Stefanson,Tommy Lee Jones,Connie Nielsen,John Finn"
12117,"Donald Sutherland,Cuba Gooding Jr.,Anthony Hopkins,George Dzundza,Maura Tierney"
1792,"Seymour Cassel,Wen Yann Shih,Greg Kinnear,Matt Damon,Eva Mendes"
13260,"Woody Harrelson,David Koechner,Maura Tierney,Will Ferrell,Will Arnett"
72197,"Brendan Gleeson,Brian Blessed,Jeremy Piven,Salma Hayek,Hugh Grant"
3580,"Jeffrey Donovan,John Malkovich,Angelina Jolie,Geoff Pierson,Amy Ryan"
12123,"Morgan Freeman,Rachel Weisz,Keanu Reeves,Kevin Dunn,Fred Ward"
9566,"Benicio del Toro,Robert De Niro,John Leguizamo,Wesley Snipes,Ellen Barkin"
9833,"Miranda Richardson,Patrick Wilson,Gerard Butler,Minnie Driver,Emmy Rossum"
4517,"Cate Blanchett,Geoffrey Rush,Tom Hollander,Laurence Fox,Clive Owen"
8202,"Frances McDormand,Jonny Lee Miller,Charlize Theron,Sophie Okonedo,Marton Csokas"
16072,"C. Thomas Howell,Robert Duvall,Stephen Lang,Jeff Daniels,Kevin Conway"
34314,"Brendan Gleeson,Héctor Elizondo,Rachel Ticotin,Lauren Holly,Ray Liotta"
19724,"Thomas Haden Church,Stephen Rannazzisi,Eddie Murphy,Yara Shahidi,Ronny Cox"
145220,"Steve Whitmire,Ricky Gervais,Eric Jacobson,Ty Burrell,Tina Fey"
14623,"Alex Barringer,Debora Weston,Soren Fulton,Brady Corbet,Lou Hirsch"
42297,"Christina Aguilera,Julianne Hough,Cam Gigandet,Eric Dane,Cher"
2841,"André Dussollier,Chantal Neuwirth,Dominique Pinon,Gaspard Ulliel,Audrey Tautou"
802,"Shelley Winters,Peter Sellers,Lois Maxwell,James Mason,Sue Lyon"
10375,"Sylvester Stallone,Charles S. Dutton,Courtney B. Vance,Jeffrey Wright,Tom Berenger"
36586,"Kris Kristofferson,Wesley Snipes,Norman Reedus,Leonor Varela,Ron Perlman"
11321,"Sarah Jane Morris,Woody Harrelson,Rosario Dawson,Michael Ealy,Will Smith"
70074,"Adewale Akinnuoye-Agbaje,Sylvester Stallone,Jason Momoa,Sarah Shahi,Sung Kang"
242,"Sofia Coppola,Diane Keaton,Andy García,Talia Shire,Al Pacino"
9621,"Susan Sarandon,Orlando Bloom,Kirsten Dunst,Alec Baldwin,Bruce McGill"
1819,"Michael Douglas,Owen Wilson,Kate Hudson,Matt Dillon,Seth Rogen"
8536,"Christopher Reeve,Jackie Cooper,Sarah Douglas,Gene Hackman,Ned Beatty"
8046,"Jennifer Lopez,Justin Bartha,Lainie Kazan,Lenny Venito,Ben Affleck"
1717,"Patricia Clarkson,James Gandolfini,Kate Winslet,Sean Penn,Jude Law"
479,"Samuel L. Jackson,Christian Bale,Jeffrey Wright,Busta Rhymes,Dan Hedaya"
9444,"Christopher Lloyd,Angela Lansbury,John Cusack,Hank Azaria,Meg Ryan"
824,"Richard Roxburgh,John Leguizamo,Nicole Kidman,Ewan McGregor,Jim Broadbent"
11456,"Steve Buscemi,John Travolta,Vince Vaughn,Matt O'Leary,Teri Polo"
261023,"Benedict Cumberbatch,Dakota Johnson,Joel Edgerton,Johnny Depp,Kevin Bacon"
3683,"John Benjamin Hickey,Ryan Phillippe,Jesse Bradford,John Slattery,Adam Beach"
22803,"Gerard Butler,Bruce McGill,Colm Meaney,Leslie Bibb,Jamie Foxx"
285923,"Sydney Tamiia Poitier,Vanessa Ferlito,Rosario Dawson,Kurt Russell,Zoë Bell"
39437,"Lisa Gay Hamilton,Thandie Newton,Oprah Winfrey,Danny Glover,Albert Hall"
1950,"Robert Downey Jr.,Drew Barrymore,Debra Messing,Robert Duvall,Eric Bana"
640,"Christopher Walken,Leonardo DiCaprio,Nathalie Baye,Martin Sheen,Tom Hanks"
97630,"Jessica Chastain,Joel Edgerton,Jason Clarke,Mark Strong,Chris Pratt"
9767,"Joey Lauren Adams,Jennifer Aniston,Vince Vaughn,Jon Favreau,Cole Hauser"
11631,"Stellan Skarsgård,Amanda Seyfried,Pierce Brosnan,Meryl Streep,Colin Firth"
32856,"Patrick Dempsey,Bradley Cooper,Jessica Biel,Jessica Alba,Eric Dane"
6519,"Seann William Scott,Johnny Knoxville,Jessica Simpson,Burt Reynolds,Willie Nelson"
8741,"George Clooney,Adrien Brody,Jim Caviezel,Ben Chaplin,Sean Penn"
49520,"Ryan Reynolds,Jason Bateman,Mircea Monroe,Olivia Wilde,Leslie Mann"
1850,"Courtney Love,Danny DeVito,Gerry Becker,Jim Carrey,Bob Zmuda"
524,"Robert De Niro,Sharon Stone,James Woods,Don Rickles,Joe Pesci"
26389,"Jonathan Rhys Meyers,Richard Durden,Kasia Smutniak,John Travolta,Bing Yin"
11817,"Seann William Scott,K. C. Collins,Chow Yun-fat,Karel Roden,Jaime King"
2123,"Anthony Anderson,Renée Zellweger,Richard Jenkins,Robert Forster,Jim Carrey"
9907,"Courteney Cox,Danny Glover,Sam Elliott,Kevin James,Wanda Sykes"
9969,"Matthew Broderick,Kristin Chenoweth,Kristin Davis,Danny DeVito,Fred Armisen"
18239,"Robert Pattinson,Kristen Stewart,Taylor Lautner,Ashley Greene,Billy Burke"
808,"Vincent Cassel,Cameron Diaz,Eddie Murphy,John Lithgow,Mike Myers"
38050,"Anthony Mackie,John Slattery,Lauren Hodges,Emily Blunt,Matt Damon"
8367,"Mary Elizabeth Mastrantonio,Christian Slater,Morgan Freeman,Kevin Costner,Alan Rickman"
9390,"Cuba Gooding Jr.,Renée Zellweger,Alison Armitage,Kelly Preston,Tom Cruise"
72105,"Giovanni Ribisi,Seth MacFarlane,Mark Wahlberg,Joel McHale,Mila Kunis"
2898,"Cuba Gooding Jr.,Jack Nicholson,Greg Kinnear,Skeet Ulrich,Helen Hunt"
10312,"Philip Seymour Hoffman,Robin Williams,Michael Jeter,Peter Coyote,Bob Gunton"
109443,"Christina Applegate,David Koechner,Steve Carell,Will Ferrell,Paul Rudd"
2022,"Peter Gallagher,John Turturro,Adam Sandler,Winona Ryder,Allen Covert"
37686,"Riley Griffiths,Kyle Chandler,Joel Courtney,Elle Fanning,Ryan Lee"
462,"Marg Helgenberger,Aaron Eckhart,Julia Roberts,Albert Finney,Cherry Jones"
9919,"Matthew McConaughey,Adam Goldberg,Annie Parisse,Kathryn Hahn,Kate Hudson"
187017,"Channing Tatum,Nick Offerman,Dave Franco,Jonah Hill,Ice Cube"
628,"Antonio Banderas,Christian Slater,Kirsten Dunst,Tom Cruise,Brad Pitt"
10201,"Fionnula Flanagan,Zooey Deschanel,Sasha Alexander,Jim Carrey,Rhys Darby"
302699,"Danielle Nicolet,Dwayne Johnson,Aaron Paul,Kevin Hart,Amy Ryan"
9441,"Susan Sarandon,Julia Roberts,Jena Malone,Liam Aiken,Ed Harris"
274167,"Thomas Haden Church,Linda Cardellini,Scarlett Estevez,Mark Wahlberg,Will Ferrell"
224141,"Anna Kendrick,Meryl Streep,James Corden,Emily Blunt,Chris Pine"
388,"Christopher Plummer,Denzel Washington,Willem Dafoe,Jodie Foster,Clive Owen"
2112,"Kris Kristofferson,David Paymer,Maria Bello,Gregg Henry,Mel Gibson"
10329,"Laura Linney,Ernie Hudson,Grant Heslov,Dylan Walsh,Tim Curry"
74465,"Maggie Elizabeth Jones,Thomas Haden Church,Scarlett Johansson,Matt Damon,Colin Ford"
13811,"Chandler Canterbury,Ben Mendelsohn,Nadia Townsend,Nicolas Cage,Rose Byrne"
6877,"Sarah Jessica Parker,Matthew McConaughey,Zooey Deschanel,Bradley Cooper,Justin Bartha"
10320,"Elizabeth Perkins,David Dorfman,Naomi Watts,Simon Baker,Gary Cole"
50646,"Julianne Moore,Steve Carell,Marisa Tomei,Ryan Gosling,Emma Stone"
8920,"Jennifer Love Hewitt,Stephen Tobolowsky,Breckin Meyer,Bill Murray,Evan Arnold"
