movie_id,org_lang,org_lang_name,spk_lang,spk_lang_name
12220,en,English,it,Italiano
12220,en,English,en,English
72710,en,English,en,English
10782,en,English,en,English
9573,en,English,en,English
9573,en,English,es,Español
4959,en,English,en,English
4959,en,English,fr,Français
4959,en,English,de,Deutsch
4959,en,English,it,Italiano
4959,en,English,ru,Pусский
10061,en,English,en,English
10386,en,English,en,English
421,en,English,en,English
421,en,English,is,Íslenska
421,en,English,pt,Português
421,en,English,fr,Français
421,en,English,tl,Tagalog
421,en,English,de,Deutsch
421,en,English,it,Italiano
316152,en,English,en,English
316152,en,English,de,Deutsch
11615,en,English,en,English
11615,en,English,es,Español
13498,en,English,en,English
241554,en,English,en,English
2252,en,English,en,English
2252,en,English,ru,Pусский
2252,en,English,tr,Türkçe
2252,en,English,uk,Український
2252,en,English,ur,اردو
11968,en,English,en,English
10047,fr,Français,en,English
10047,fr,Français,la,Latin
38319,en,English,en,English
69668,en,English,en,English
9770,en,English,en,English
11212,en,English,en,English
11212,en,English,fr,Français
11212,en,English,de,Deutsch
10533,en,English,en,English
38363,en,English,en,English
9923,en,English,en,English
9923,en,English,pl,Polski
11863,en,English,en,English
18501,en,English,en,English
109491,en,English,en,English
9275,en,English,en,English
329833,en,English,en,English
12634,en,English,en,English
10416,en,English,en,English
47327,en,English,en,English
15268,en,English,en,English
10796,en,English,en,English
9548,en,English,en,English
18947,en,English,en,English
1900,en,English,es,Español
1900,en,English,en,English
89,en,English,de,Deutsch
89,en,English,el,ελληνικά
89,en,English,en,English
96724,en,English,en,English
96724,en,English,fr,Français
198184,en,English,en,English
9481,en,English,en,English
4547,en,English,en,English
6415,en,English,en,English
6415,en,English,ar,العربية
181283,en,English,en,English
9896,en,English,en,English
167,en,English,en,English
11232,en,English,en,English
11232,en,English,fr,Français
1636,en,English,en,English
1636,en,English,ru,Pусский
1636,en,English,es,Español
2148,en,English,en,English
2148,en,English,it,Italiano
5176,en,English,en,English
260346,en,English,en,English
1389,en,English,en,English
9894,en,English,en,English
8592,en,English,en,English
913,en,English,en,English
11091,en,English,en,English
1368,en,English,en,English
593,ru,Pусский,ru,Pусский
5393,en,English,en,English
9095,en,English,en,English
8874,en,English,en,English
8874,en,English,fr,Français
8874,en,English,it,Italiano
11467,en,English,en,English
320,en,English,en,English
199,en,English,en,English
20533,en,English,en,English
10684,en,English,en,English
1624,en,English,en,English
325789,en,English,en,English
325789,en,English,es,Español
113464,en,English,en,English
888,en,English,en,English
82675,en,English,en,English
82675,en,English,tr,Türkçe
82675,en,English,ar,العربية
4256,en,English,en,English
1493,en,English,en,English
1493,en,English,es,Español
1493,en,English,fr,Français
1493,en,English,ru,Pусский
88751,en,English,en,English
88751,en,English,is,Íslenska
88751,en,English,it,Italiano
11130,en,English,en,English
9944,en,English,en,English
10731,en,English,en,English
7350,en,English,en,English
9869,en,English,en,English
4379,en,English,cs,Český
4379,en,English,en,English
4379,en,English,pt,Português
146233,en,English,en,English
2034,en,English,en,English
2034,en,English,ru,Pусский
2034,en,English,es,Español
2034,en,English,ko,한국어/조선말
926,en,English,en,English
4248,en,English,en,English
64328,en,English,en,English
36647,en,English,ru,Pусский
36647,en,English,en,English
7214,en,English,en,English
1537,en,English,en,English
9360,en,English,en,English
6282,en,English,en,English
508,en,English,en,English
508,en,English,fr,Français
508,en,English,pt,Português
9487,en,English,en,English
768,en,English,en,English
768,en,English,hu,Magyar
768,en,English,ru,Pусский
2636,en,English,en,English
10478,en,English,en,English
27983,en,English,en,English
9981,en,English,en,English
9981,en,English,it,Italiano
7453,en,English,en,English
15045,en,English,en,English
7737,en,English,en,English
232672,en,English,en,English
17379,en,English,en,English
17379,en,English,fr,Français
8987,en,English,en,English
11359,en,English,en,English
82525,en,English,en,English
9759,en,English,en,English
9486,en,English,ja,日本語
9486,en,English,en,English
9486,en,English,fr,Français
9906,en,English,en,English
841,en,English,en,English
841,en,English,it,Italiano
4688,en,English,en,English
4148,en,English,en,English
2207,en,English,en,English
9381,en,English,en,English
9381,en,English,ru,Pусский
9625,en,English,en,English
9304,en,English,en,English
20856,en,English,en,English
5955,en,English,en,English
9899,en,English,en,English
9826,en,English,en,English
21355,en,English,en,English
21355,en,English,es,Español
10858,en,English,en,English
11439,en,English,en,English
9457,en,English,ko,한국어/조선말
9457,en,English,en,English
12412,en,English,de,Deutsch
12412,en,English,it,Italiano
12412,en,English,en,English
1494,zh,普通话,zh,普通话
13184,en,English,th,ภาษาไทย
13184,en,English,en,English
2185,en,English,en,English
6639,en,English,en,English
38153,en,English,en,English
38153,en,English,hu,Magyar
58233,en,English,de,Deutsch
58233,en,English,cn,广州话 / 廣州話
58233,en,English,en,English
58233,en,English,zh,普通话
58233,en,English,ru,Pусский
116977,en,English,en,English
68734,en,English,en,English
68734,en,English,fa,فارسی
5503,en,English,en,English
27573,en,English,en,English
819,en,English,en,English
1369,en,English,en,English
1369,en,English,vi,Tiếng Việt
9623,en,English,en,English
10895,en,English,en,English
10935,en,English,en,English
10935,en,English,fr,Français
10935,en,English,de,Deutsch
10935,en,English,pl,Polski
10935,en,English,ru,Pусский
834,en,English,en,English
834,en,English,fr,Français
834,en,English,hu,Magyar
228066,en,English,en,English
711,en,English,en,English
10468,en,English,en,English
10027,en,English,en,English
10027,en,English,de,Deutsch
10027,en,English,es,Español
11812,en,English,en,English
37233,en,English,en,English
37950,en,English,en,English
27582,en,English,en,English
64688,en,English,en,English
509,en,English,en,English
509,en,English,es,Español
7443,en,English,en,English
5966,en,English,en,English
11066,en,English,fr,Français
11066,en,English,en,English
136795,en,English,en,English
136795,en,English,es,Español
136795,en,English,bg,български език
8095,en,English,en,English
8095,en,English,pt,Português
87826,en,English,en,English
11560,en,English,en,English
11560,en,English,es,Español
25189,en,English,en,English
2637,en,English,en,English
18480,en,English,cs,Český
18480,en,English,en,English
18480,en,English,de,Deutsch
709,en,English,en,English
709,en,English,es,Español
49730,en,English,en,English
2749,en,English,cs,Český
2749,en,English,en,English
2749,en,English,el,ελληνικά
2749,en,English,ru,Pусский
9607,en,English,en,English
1830,en,English,ar,العربية
1830,en,English,de,Deutsch
1830,en,English,en,English
1830,en,English,fr,Français
1830,en,English,ru,Pусский
1830,en,English,es,Español
1830,en,English,uk,Український
1830,en,English,tr,Türkçe
79,zh,普通话,zh,普通话
54054,en,English,en,English
228967,en,English,ko,한국어/조선말
228967,en,English,en,English
46528,en,English,en,English
46528,en,English,th,ภาษาไทย
27936,fr,Français,fr,Français
65,en,English,en,English
280391,fr,Français,en,English
280391,fr,Français,fr,Français
9476,en,English,en,English
10610,en,English,en,English
745,en,English,la,Latin
745,en,English,es,Español
745,en,English,en,English
49527,en,English,en,English
73937,en,English,en,English
1885,en,English,en,English
168672,en,English,en,English
18240,en,English,en,English
10398,en,English,en,English
165,en,English,en,English
240832,en,English,zh,普通话
240832,en,English,en,English
240832,en,English,fr,Français
240832,en,English,es,Español
240832,en,English,ko,한국어/조선말
216015,en,English,en,English
12279,en,English,en,English
1645,en,English,en,English
11007,en,English,en,English
193756,en,English,en,English
11287,en,English,en,English
259693,en,English,en,English
37799,en,English,en,English
10184,en,English,en,English
4257,en,English,en,English
4234,en,English,en,English
196,en,English,en,English
257091,en,English,en,English
6114,en,English,la,Latin
6114,en,English,ro,Română
6114,en,English,bg,български език
6114,en,English,el,ελληνικά
6114,en,English,en,English
24803,en,English,en,English
24803,en,English,fr,Français
1213,en,English,en,English
1213,en,English,it,Italiano
100042,en,English,en,English
9036,en,English,en,English
257211,en,English,en,English
323675,en,English,en,English
9361,en,English,en,English
9361,en,English,fr,Français
1677,en,English,en,English
187,en,English,en,English
7461,en,English,es,Español
7461,en,English,en,English
16538,en,English,en,English
9889,en,English,en,English
820,en,English,en,English
820,en,English,es,Español
11565,en,English,en,English
6073,en,English,en,English
6073,en,English,es,Español
16996,en,English,en,English
193610,en,English,en,English
19912,en,English,en,English
296098,en,English,ru,Pусский
296098,en,English,en,English
296098,en,English,de,Deutsch
8007,en,English,cs,Český
8007,en,English,en,English
8007,en,English,es,Español
8007,en,English,sh,Serbo-Croatian
32823,en,English,en,English
4380,en,English,en,English
11551,en,English,en,English
11551,en,English,fr,Français
11551,en,English,hu,Magyar
11551,en,English,es,Español
10336,en,English,en,English
11362,en,English,en,English
50348,en,English,en,English
48138,en,English,en,English
48138,en,English,de,Deutsch
48138,en,English,tr,Türkçe
48138,en,English,ar,العربية
1124,en,English,en,English
227159,en,English,en,English
68179,en,English,en,English
1579,en,English,en,English
708,en,English,en,English
708,en,English,ar,العربية
708,en,English,fr,Français
708,en,English,de,Deutsch
708,en,English,ru,Pусский
708,en,English,cs,Český
708,en,English,sk,Slovenčina
34851,en,English,en,English
34851,en,English,es,Español
34851,en,English,ru,Pусский
9930,en,English,en,English
1586,en,English,en,English
2044,en,English,en,English
9913,en,English,en,English
71864,en,English,en,English
71864,en,English,es,Español
10761,en,English,en,English
10761,en,English,fr,Français
10761,en,English,ru,Pусский
209451,en,English,en,English
11975,en,English,en,English
4970,en,English,en,English
11831,en,English,en,English
11831,en,English,es,Español
9096,en,English,en,English
440,en,English,en,English
11011,en,English,en,English
11011,en,English,la,Latin
10641,en,English,en,English
11172,en,English,en,English
39513,en,English,en,English
82687,en,English,en,English
41446,en,English,en,English
8224,en,English,en,English
10537,en,English,en,English
225886,en,English,en,English
10385,en,English,ru,Pусский
55779,en,English,en,English
55779,en,English,cn,广州话 / 廣州話
10154,en,English,en,English
10647,en,English,en,English
11431,en,English,en,English
11431,en,English,pl,Polski
11431,en,English,pt,Português
8457,en,English,en,English
188161,en,English,en,English
8850,en,English,en,English
64685,en,English,en,English
38357,en,English,en,English
38357,en,English,uk,Український
10060,en,English,en,English
11398,en,English,en,English
1833,en,English,en,English
10391,en,English,en,English
8970,en,English,en,English
9306,en,English,en,English
11370,en,English,en,English
11370,en,English,hu,Magyar
12184,en,English,en,English
1921,en,English,en,English
1683,en,English,es,Español
1683,en,English,en,English
203,en,English,en,English
203,en,English,it,Italiano
11858,en,English,en,English
11858,en,English,es,Español
62835,en,English,en,English
62835,en,English,es,Español
18937,en,English,en,English
13536,en,English,en,English
15556,en,English,en,English
10718,en,English,en,English
11062,en,English,en,English
10802,en,English,en,English
1887,en,English,en,English
1887,en,English,fr,Français
1887,en,English,la,Latin
6071,en,English,en,English
10461,en,English,en,English
80278,en,English,en,English
80278,en,English,es,Español
80278,en,English,sv,svenska
80278,en,English,th,ภาษาไทย
12704,en,English,en,English
10315,en,English,en,English
16643,en,English,en,English
2687,en,English,en,English
194,fr,Français,fr,Français
194,fr,Français,ru,Pусский
11025,en,English,en,English
8849,en,English,en,English
78698,en,English,en,English
30943,en,English,en,English
9544,en,English,en,English
9544,en,English,ru,Pусский
24418,en,English,en,English
7288,en,English,en,English
14655,en,English,en,English
24575,en,English,en,English
10366,en,English,en,English
19898,en,English,en,English
19898,en,English,vi,Tiếng Việt
19898,en,English,de,Deutsch
4965,en,English,en,English
15074,en,English,en,English
56715,en,English,en,English
56715,en,English,fr,Français
1272,en,English,en,English
72358,en,English,en,English
20542,en,English,en,English
20542,en,English,pl,Polski
266396,en,English,es,Español
266396,en,English,en,English
9978,en,English,en,English
8271,en,English,en,English
8271,en,English,es,Español
10428,en,English,en,English
10428,en,English,it,Italiano
10428,en,English,ja,日本語
10428,en,English,ru,Pусский
5353,en,English,en,English
5353,en,English,hu,Magyar
5353,en,English,sh,Serbo-Croatian
11934,en,English,en,English
14392,zh,普通话,zh,普通话
19495,en,English,en,English
19495,en,English,kk,қазақ
19495,en,English,ro,Română
110415,ko,한국어/조선말,en,English
110415,ko,한국어/조선말,fr,Français
110415,ko,한국어/조선말,ja,日本語
110415,ko,한국어/조선말,ko,한국어/조선말
77459,fr,Français,fr,Français
26486,en,English,en,English
9495,en,English,en,English
256040,te,తెలుగు,ml,Malayalam
256040,te,తెలుగు,te,తెలుగు
256040,te,తెలుగు,hi,हिन्दी
256040,te,తెలుగు,ta,தமிழ்
24420,en,English,en,English
1257,en,English,en,English
62214,en,English,en,English
16320,en,English,en,English
16320,en,English,zh,普通话
8842,en,English,en,English
9531,en,English,en,English
9531,en,English,it,Italiano
9531,en,English,es,Español
9531,en,English,th,ภาษาไทย
64807,en,English,en,English
12289,zh,普通话,zh,普通话
12289,zh,普通话,th,ภาษาไทย
11529,en,English,en,English
20943,en,English,en,English
9099,en,English,en,English
9488,en,English,en,English
193,en,English,en,English
44865,zh,普通话,cn,广州话 / 廣州話
44865,zh,普通话,ja,日本語
44865,zh,普通话,zh,普通话
55787,en,English,en,English
55787,en,English,pl,Polski
257932,zh,普通话,cn,广州话 / 廣州話
257932,zh,普通话,en,English
257932,zh,普通话,zh,普通话
257932,zh,普通话,ru,Pусский
10400,en,English,en,English
1957,en,English,en,English
10833,en,English,en,English
10833,en,English,ru,Pусский
256961,en,English,en,English
5852,en,English,en,English
12312,en,English,en,English
622,en,English,en,English
622,en,English,fr,Français
622,en,English,la,Latin
622,en,English,pl,Polski
622,en,English,pt,Português
622,en,English,es,Español
11306,en,English,en,English
12508,en,English,en,English
25793,en,English,en,English
25793,en,English,it,Italiano
10534,en,English,da,Dansk
10534,en,English,en,English
10534,en,English,fr,Français
10534,en,English,de,Deutsch
1091,en,English,en,English
1091,en,English,no,Norsk
87421,en,English,en,English
10871,en,English,en,English
13503,en,English,en,English
13600,en,English,en,English
68722,en,English,en,English
14324,en,English,en,English
14324,en,English,ru,Pусский
14325,en,English,en,English
299687,en,English,en,English
312221,en,English,en,English
23168,en,English,en,English
76494,en,English,en,English
4944,en,English,en,English
10488,en,English,en,English
96721,en,English,en,English
96721,en,English,de,Deutsch
96721,en,English,it,Italiano
96721,en,English,fr,Français
334,en,English,en,English
334,en,English,fr,Français
334,en,English,de,Deutsch
23742,en,English,en,English
23742,en,English,es,Español
259694,en,English,en,English
62837,en,English,en,English
8966,en,English,en,English
8470,en,English,en,English
8470,en,English,es,Español
11001,en,English,en,English
138832,en,English,en,English
16911,ru,Pусский,ru,Pусский
2163,en,English,en,English
36670,en,English,en,English
36670,en,English,fr,Français
36670,en,English,ar,العربية
36670,en,English,es,Español
23048,en,English,ru,Pусский
23048,en,English,en,English
227735,en,English,en,English
2155,en,English,en,English
8409,en,English,en,English
8409,en,English,es,Español
222936,en,English,ru,Pусский
222936,en,English,en,English
31908,en,English,en,English
10219,en,English,de,Deutsch
10219,en,English,ja,日本語
10219,en,English,en,English
48171,en,English,en,English
48171,en,English,it,Italiano
48171,en,English,hu,Magyar
48171,en,English,ru,Pусский
48171,en,English,la,Latin
48171,en,English,cy,Cymraeg
782,en,English,en,English
782,en,English,eo,Esperanto
75531,de,Deutsch,en,English
11802,en,English,en,English
9776,en,English,en,English
18785,en,English,en,English
365222,cn,广州话 / 廣州話,cn,广州话 / 廣州話
365222,cn,广州话 / 廣州話,en,English
365222,cn,广州话 / 廣州話,zh,普通话
365222,cn,广州话 / 廣州話,th,ภาษาไทย
817,en,English,de,Deutsch
817,en,English,en,English
268,en,English,en,English
268,en,English,fr,Français
45054,en,English,en,English
943,en,English,en,English
22881,en,English,en,English
10054,en,English,es,Español
10054,en,English,en,English
51540,en,English,en,English
44264,en,English,en,English
350,en,English,en,English
350,en,English,fr,Français
152,en,English,en,English
109431,en,English,en,English
1598,en,English,en,English
8065,en,English,en,English
271718,en,English,en,English
11638,en,English,fr,Français
11638,en,English,en,English
11638,en,English,pl,Polski
11638,en,English,pt,Português
409,en,English,de,Deutsch
409,en,English,it,Italiano
409,en,English,ar,العربية
409,en,English,en,English
2118,en,English,en,English
11459,en,English,en,English
10806,en,English,en,English
9348,en,English,en,English
377,en,English,en,English
8843,en,English,en,English
39486,en,English,en,English
1273,en,English,en,English
13920,en,English,en,English
50544,en,English,en,English
325133,en,English,en,English
140823,en,English,en,English
1883,en,English,ar,العربية
1883,en,English,en,English
89492,en,English,en,English
22949,en,English,en,English
22949,en,English,uk,Український
12437,en,English,en,English
2959,en,English,en,English
9957,en,English,en,English
9957,en,English,es,Español
11648,en,English,en,English
11648,en,English,hy,Armenian
9366,en,English,ja,日本語
9366,en,English,en,English
9366,en,English,it,Italiano
1576,en,English,en,English
609,en,English,en,English
5516,en,English,en,English
5516,en,English,vi,Tiếng Việt
13051,en,English,en,English
13051,en,English,ru,Pусский
13051,en,English,es,Español
49530,en,English,en,English
34806,en,English,en,English
49022,en,English,en,English
11469,en,English,en,English
23479,en,English,en,English
23479,en,English,es,Español
11667,en,English,en,English
11667,en,English,ja,日本語
423,en,English,en,English
423,en,English,de,Deutsch
423,en,English,ru,Pусский
2447,en,English,en,English
2447,en,English,pt,Português
10066,en,English,en,English
10066,en,English,ru,Pусский
2288,en,English,en,English
88794,en,English,en,English
13515,en,English,en,English
11979,en,English,en,English
169,en,English,en,English
8090,en,English,en,English
11622,en,English,la,Latin
11622,en,English,en,English
11622,en,English,fr,Français
11622,en,English,de,Deutsch
3604,en,English,en,English
9541,en,English,en,English
94348,en,English,en,English
94348,en,English,de,Deutsch
8197,en,English,en,English
336004,en,English,en,English
35019,en,English,en,English
10410,en,English,en,English
10410,en,English,it,Italiano
10410,en,English,la,Latin
8836,en,English,en,English
14442,en,English,en,English
321741,en,English,en,English
59965,en,English,en,English
14175,en,English,en,English
11004,en,English,en,English
11918,en,English,en,English
98357,en,English,en,English
10012,en,English,en,English
49526,en,English,zh,普通话
49526,en,English,en,English
268920,en,English,es,Español
268920,en,English,en,English
9093,en,English,en,English
119283,en,English,en,English
11823,en,English,en,English
35169,en,English,en,English
118957,en,English,en,English
849,en,English,en,English
4515,en,English,en,English
18886,en,English,en,English
6575,en,English,en,English
6440,en,English,en,English
13496,en,English,en,English
18320,en,English,en,English
18320,en,English,hu,Magyar
22787,en,English,en,English
22787,en,English,ru,Pусский
8967,en,English,en,English
37498,en,English,en,English
37498,en,English,it,Italiano
144336,en,English,en,English
9616,en,English,en,English
13056,en,English,ru,Pусский
13056,en,English,en,English
14113,en,English,en,English
285783,en,English,fr,Français
285783,en,English,en,English
49478,en,English,en,English
49478,en,English,zh,普通话
9726,en,English,en,English
9726,en,English,fr,Français
9726,en,English,ru,Pусский
20763,en,English,en,English
9702,en,English,en,English
9311,en,English,en,English
9311,en,English,iu,Inuktitut
9280,en,English,en,English
9280,en,English,fr,Français
9280,en,English,es,Español
26843,en,English,en,English
26843,en,English,fr,Français
26843,en,English,es,Español
11876,en,English,fr,Français
11876,en,English,it,Italiano
22267,en,English,en,English
45958,es,Español,cn,广州话 / 廣州話
45958,es,Español,zh,普通话
45958,es,Español,es,Español
45958,es,Español,wo,Wolof
1969,es,Español,en,English
1969,es,Español,es,Español
198663,en,English,en,English
239573,en,English,en,English
10436,en,English,en,English
10436,en,English,it,Italiano
1381,en,English,en,English
2162,en,English,en,English
127493,en,English,sv,svenska
127493,en,English,en,English
12429,ja,日本語,ja,日本語
228205,en,English,en,English
2900,en,English,en,English
21311,en,English,en,English
77875,en,English,en,English
192136,en,English,en,English
192136,en,English,af,Afrikaans
192136,en,English,xh,Xhosa
18254,en,English,de,Deutsch
18254,en,English,fi,suomi
18254,en,English,fr,Français
18254,en,English,ru,Pусский
18254,en,English,en,English
881,en,English,en,English
10877,en,English,it,Italiano
9600,en,English,en,English
202575,en,English,de,Deutsch
202575,en,English,fr,Français
202575,en,English,en,English
71469,en,English,en,English
85446,en,English,en,English
326,en,English,en,English
326,en,English,th,ภาษาไทย
10685,en,English,vi,Tiếng Việt
10685,en,English,en,English
7220,en,English,en,English
9763,en,English,en,English
9763,en,English,es,Español
72387,en,English,en,English
72387,en,English,zh,普通话
72387,en,English,ru,Pусский
12596,en,English,en,English
1892,en,English,en,English
13460,en,English,en,English
8055,en,English,en,English
8055,en,English,de,Deutsch
8055,en,English,el,ελληνικά
8055,en,English,la,Latin
50647,en,English,en,English
10719,en,English,en,English
9294,en,English,en,English
11888,en,English,en,English
9647,en,English,en,English
9353,en,English,es,Español
9353,en,English,en,English
55721,en,English,en,English
109414,en,English,en,English
10307,en,English,en,English
10307,en,English,it,Italiano
10307,en,English,pt,Português
11978,en,English,en,English
22907,en,English,en,English
87567,en,English,en,English
87567,en,English,es,Español
87567,en,English,la,Latin
38322,en,English,en,English
45612,en,English,en,English
7305,en,English,en,English
7305,en,English,pt,Português
3594,en,English,en,English
157841,en,English,en,English
11519,en,English,en,English
11519,en,English,de,Deutsch
11519,en,English,ja,日本語
12920,en,English,en,English
59,en,English,en,English
9335,en,English,en,English
9335,en,English,fr,Français
9335,en,English,it,Italiano
12106,en,English,en,English
11141,en,English,en,English
8649,en,English,en,English
31867,en,English,en,English
10253,ko,한국어/조선말,en,English
10253,ko,한국어/조선말,ko,한국어/조선말
3587,en,English,en,English
124459,en,English,en,English
24662,en,English,en,English
24662,en,English,de,Deutsch
32274,en,English,en,English
182,en,English,en,English
182,en,English,de,Deutsch
182,en,English,zh,普通话
182,en,English,ru,Pусский
28,en,English,km,Central Khmer
28,en,English,en,English
28,en,English,fr,Français
28,en,English,vi,Tiếng Việt
38073,en,English,en,English
2054,en,English,en,English
302156,en,English,en,English
606,en,English,en,English
606,en,English,sw,Kiswahili
87502,en,English,en,English
698,en,English,en,English
698,en,English,it,Italiano
120467,en,English,en,English
120467,en,English,fr,Français
11313,en,English,en,English
6488,en,English,en,English
6488,en,English,es,Español
10559,en,English,en,English
296099,en,English,en,English
8012,en,English,en,English
1574,en,English,hu,Magyar
1574,en,English,en,English
9032,en,English,en,English
9032,en,English,it,Italiano
2770,en,English,en,English
862,en,English,en,English
1637,en,English,en,English
72570,en,English,en,English
27569,en,English,en,English
10637,en,English,en,English
1669,en,English,en,English
1669,en,English,ru,Pусский
132363,en,English,en,English
9472,en,English,en,English
9472,en,English,de,Deutsch
2907,en,English,en,English
9273,en,English,en,English
9880,en,English,en,English
2925,en,English,en,English
807,en,English,en,English
17654,en,English,af,Afrikaans
17654,en,English,ny,"Chichewa, Chewa, Nyanja"
17654,en,English,st,Southern Sotho
17654,en,English,xh,Xhosa
17654,en,English,zu,isiZulu
17654,en,English,en,English
11836,en,English,en,English
322,en,English,en,English
70,en,English,en,English
70,en,English,ga,Gaeilge
9535,en,English,en,English
11036,en,English,en,English
6557,en,English,en,English
18126,en,English,en,English
10333,en,English,en,English
4476,en,English,kw,Cornish
4476,en,English,en,English
22947,en,English,en,English
2755,en,English,en,English
82654,en,English,en,English
59967,en,English,en,English
16300,en,English,en,English
9598,en,English,en,English
82696,en,English,en,English
9870,en,English,en,English
9870,en,English,ja,日本語
9870,en,English,de,Deutsch
8292,en,English,es,Español
8292,en,English,en,English
8780,en,English,en,English
9715,en,English,en,English
10521,en,English,en,English
10762,en,English,en,English
10096,en,English,en,English
10096,en,English,fr,Français
10096,en,English,pt,Português
59436,en,English,en,English
59436,en,English,fr,Français
59436,en,English,de,Deutsch
59436,en,English,es,Español
227783,en,English,en,English
4133,en,English,en,English
10207,en,English,en,English
172,en,English,en,English
21972,en,English,en,English
36593,en,English,en,English
707,en,English,en,English
533,en,English,en,English
6023,en,English,en,English
6439,en,English,en,English
4347,en,English,en,English
4347,en,English,fr,Français
37056,en,English,en,English
37056,en,English,it,Italiano
37056,en,English,es,Español
4105,en,English,en,English
4105,en,English,ja,日本語
76489,en,English,en,English
3933,en,English,en,English
9918,en,English,en,English
273481,en,English,es,Español
273481,en,English,en,English
307081,en,English,en,English
16871,en,English,en,English
16871,en,English,es,Español
16871,en,English,hu,Magyar
16871,en,English,cs,Český
293863,en,English,en,English
13156,en,English,en,English
41233,en,English,en,English
9266,en,English,en,English
1262,en,English,en,English
4513,en,English,en,English
22970,en,English,en,English
22970,en,English,ja,日本語
7278,en,English,en,English
9013,en,English,cs,Český
9013,en,English,en,English
865,en,English,en,English
10776,en,English,en,English
50456,en,English,en,English
50456,en,English,fr,Français
50456,en,English,de,Deutsch
50456,en,English,it,Italiano
50456,en,English,ar,العربية
50456,en,English,es,Español
9823,en,English,en,English
59861,en,English,en,English
133805,en,English,en,English
12763,en,English,en,English
9766,en,English,en,English
14034,en,English,en,English
12244,en,English,en,English
109421,en,English,en,English
109421,en,English,fr,Français
11137,en,English,da,Dansk
11137,en,English,de,Deutsch
11137,en,English,en,English
51162,en,English,en,English
10152,en,English,en,English
9452,en,English,en,English
239566,en,English,en,English
53113,en,English,en,English
9271,en,English,en,English
4474,en,English,en,English
184346,en,English,en,English
48340,en,English,en,English
14846,en,English,en,English
72207,en,English,en,English
16232,en,English,en,English
43539,en,English,en,English
9920,en,English,en,English
9920,en,English,vi,Tiếng Việt
8978,en,English,en,English
8978,en,English,sr,Srpski
8978,en,English,es,Español
11702,en,English,cn,广州话 / 廣州話
11702,en,English,cs,Český
11702,en,English,en,English
18550,en,English,en,English
8869,en,English,en,English
43347,en,English,en,English
3489,en,English,en,English
9701,en,English,en,English
2122,en,English,en,English
2122,en,English,he,עִבְרִית
2122,en,English,hu,Magyar
37707,en,English,en,English
10658,en,English,pt,Português
10658,en,English,en,English
13150,en,English,en,English
9042,en,English,cs,Český
9042,en,English,en,English
17813,en,English,en,English
17813,en,English,fr,Français
11208,en,English,en,English
58151,en,English,en,English
11400,en,English,en,English
10350,en,English,en,English
28902,en,English,en,English
14164,en,English,en,English
14164,en,English,ja,日本語
14164,en,English,hi,हिन्दी
76640,en,English,en,English
11058,en,English,en,English
57089,en,English,en,English
1947,en,English,en,English
1947,en,English,fr,Français
8054,en,English,en,English
8054,en,English,ru,Pусский
8054,en,English,fr,Français
46829,en,English,en,English
146238,en,English,en,English
9989,en,English,en,English
9665,en,English,en,English
311,en,English,en,English
311,en,English,fr,Français
311,en,English,it,Italiano
102362,en,English,en,English
102362,en,English,fr,Français
102362,en,English,sq,shqip
102362,en,English,es,Español
11162,en,English,en,English
6016,en,English,en,English
17186,en,English,en,English
13967,en,English,en,English
2008,zh,普通话,en,English
2008,zh,普通话,de,Deutsch
2008,zh,普通话,zh,普通话
9053,en,English,en,English
4512,en,English,en,English
76349,zh,普通话,fr,Français
76349,zh,普通话,zh,普通话
76349,zh,普通话,en,English
31203,fr,Français,fr,Français
265208,en,English,en,English
45610,en,English,ar,العربية
45610,en,English,en,English
1874,en,English,en,English
1874,en,English,xh,Xhosa
271331,en,English,en,English
215211,en,English,fr,Français
215211,en,English,en,English
10955,en,English,en,English
223702,en,English,en,English
254470,en,English,en,English
69,en,English,en,English
69,en,English,ru,Pусский
4967,en,English,he,עִבְרִית
4967,en,English,en,English
4967,en,English,es,Español
9449,en,English,en,English
11499,en,English,en,English
11499,en,English,es,Español
4912,en,English,en,English
12771,en,English,es,Español
12771,en,English,en,English
323676,en,English,en,English
12506,en,English,en,English
24071,en,English,en,English
11249,en,English,en,English
9667,en,English,en,English
812,en,English,en,English
277216,en,English,en,English
87,en,English,en,English
87,en,English,si,"Sinhala, Sinhalese"
14444,en,English,en,English
2043,en,English,en,English
2043,en,English,ru,Pусский
315664,en,English,en,English
1428,en,English,en,English
1428,en,English,es,Español
562,en,English,en,English
562,en,English,de,Deutsch
562,en,English,it,Italiano
15373,en,English,en,English
318846,en,English,en,English
26320,en,English,en,English
14292,en,English,en,English
924,en,English,en,English
924,en,English,it,Italiano
2018,en,English,en,English
192577,ja,日本語,ja,日本語
9428,en,English,en,English
9428,en,English,it,Italiano
2832,en,English,en,English
137093,en,English,en,English
699,en,English,el,ελληνικά
699,en,English,en,English
699,en,English,it,Italiano
9778,en,English,en,English
8831,en,English,en,English
9398,en,English,en,English
112949,en,English,en,English
112949,en,English,pt,Português
10439,en,English,en,English
3638,en,English,en,English
23483,en,English,en,English
62206,en,English,en,English
62206,en,English,de,Deutsch
62206,en,English,es,Español
10577,en,English,en,English
218778,en,English,en,English
4348,en,English,en,English
78,en,English,en,English
78,en,English,de,Deutsch
78,en,English,cn,广州话 / 廣州話
