id,budget,homepage,keywords,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,cast,director,day,month,year,inflated_budget,inflated_revenue,profitability,weighted_rating
17711,76000000,,adventure cartoon comedy breaking the fourth wall talking to the camera,The Adventures of Rocky & Bullwinkle,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",8.981427,2000-06-30,35134820,88.0,This summer it's not the same old bull.,The Adventures of Rocky & Bullwinkle,3.9,87,Rene Russo Jason Alexander Piper Perabo Randy Quaid Robert De Niro,Des McAnuff,30,6,2000,118486566,54776370,46.23,4.997
328111,75000000,http://www.thesecretlifeofpets.com/,pet bunny anthropomorphism dog animal,The Secret Life of Pets,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",31.482872,2016-06-18,875958308,87.0,Think this is what they do all day?,The Secret Life of Pets,5.9,3462,Louis C.K. Eric Stonestreet Kevin Hart Jenny Slate Lake Bell,Chris Renaud,18,6,2016,83601966,976424491,1167.94,5.913
8698,78000000,,saving the world vampire bite men invisible man,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",47.436675,2003-07-11,179265204,110.0,The power of seven become a league of one.,The League of Extraordinary Gentlemen,5.7,1155,Sean Connery Peta Wilson Shane West Stuart Townsend Jason Flemyng,Stephen Norrington,11,7,2003,113478230,260803823,229.83,5.748
93456,76000000,http://www.despicableme.com/,secret agent bakery falling in love father daughter relationship duringcreditsstinger,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,136.886704,2013-06-25,970761885,98.0,Back 2 Work,Despicable Me 2,7.0,4637,Steve Carell Kristen Wiig Benjamin Bratt Miranda Cosgrove Russell Brand,Pierre Coffin,25,6,2013,87275102,1114780825,1277.32,6.997
602,75000000,,spacecraft patriotism countdown independence invasion,Independence Day,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",60.442593,1996-06-25,816969268,145.0,Earth. Take a good look. It might be your last.,Independence Day,6.7,3260,Will Smith Bill Pullman Jeff Goldblum Mary McDonnell Judd Hirsch,Roland Emmerich,25,6,1996,127806966,1392191513,1089.29,6.701
330,73000000,,exotic island dna paleontology tyrannosaurus rex velociraptor,The Lost World: Jurassic Park,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2.502487,1997-05-23,229074524,129.0,Something has survived.,The Lost World: Jurassic Park,6.2,2487,Jeff Goldblum Julianne Moore Pete Postlethwaite Richard Attenborough Vince Vaughn,Steven Spielberg,23,5,1997,121959588,382710064,313.8,6.212
953,75000000,,lion hippopotamus giraffe penguin zebra,Madagascar,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",48.110909,2005-05-25,532680671,86.0,Someone's got a zoo loose.,Madagascar,6.6,3237,Ben Stiller Chris Rock David Schwimmer Jada Pinkett Smith Sacha Baron Cohen,Eric Darnell,25,5,2005,102850111,730483554,710.24,6.603
9693,76000000,http://www.universalstudiosentertainment.com/children-of-men/,police state hippie rebel miracle future,Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",35.387874,2006-09-22,69959751,109.0,The future's a thing of the past.,Children of Men,7.4,2071,Clive Owen Michael Caine Julianne Moore Charlie Hunnam Chiwetel Ejiofor,Alfonso Cuarón,22,9,2006,101185870,93143925,92.05,7.384
36657,75000000,,mutant marvel comic superhero based on comic book superhuman,X-Men,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",4.66891,2000-07-13,296339527,104.0,Evolution Begins,X-Men,6.8,4097,Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen,Bryan Singer,13,7,2000,116927532,462003329,395.12,6.8
8909,75000000,http://www.wantedmovie.com/,assassin loss of father secret society mission of murder revenge,Wanted,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",73.82289,2008-06-19,258270008,110.0,Choose your destiny.,Wanted,6.4,2528,Angelina Jolie James McAvoy Morgan Freeman Thomas Kretschmann Terence Stamp,Timur Bekmambetov,19,6,2008,93217398,321003444,344.36,6.408
9802,75000000,,san francisco fbi gas attack alcatraz hostage situation,The Rock,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",51.469576,1996-06-06,335062621,136.0,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,The Rock,6.9,1456,Sean Connery Nicolas Cage Ed Harris John Spencer David Morse,Michael Bay,6,6,1996,127806966,570977827,446.75,6.895
950,80000000,http://www.iceagemovies.com/films/ice-age-the-meltdown,mammoth sloth ice age barrier ice ice melting,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",85.11505799999998,2006-03-23,660940780,91.0,The Ice age is melting away.,Ice Age: The Meltdown,6.5,2951,Ray Romano John Leguizamo Denis Leary Queen Latifah Seann William Scott,Carlos Saldanha,23,3,2006,106511442,879971949,826.18,6.505
1824,75000000,,deja vu amnesia hawaii ladykiller romantic comedy,50 First Dates,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",61.437586,2004-02-13,196482882,99.0,Imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,6.6,2105,Adam Sandler Drew Barrymore Rob Schneider Sean Astin Lusia Strus,Peter Segal,13,2,2004,105935615,277527132,261.98,6.604
2976,50000000,http://www.hairspraymovie.com/,races dream dance television tv show,Hairspray,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",31.160542,2007-07-13,90450008,117.0,"When you follow your own beat, the world will follow you.",Hairspray,6.5,709,John Travolta Michelle Pfeiffer Christopher Walken James Marsden Queen Latifah,Adam Shankman,13,7,2007,64630729,116917000,180.9,6.519
11026,80000000,,secret obsession exorcism remake priest,Exorcist: The Beginning,"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",15.761384,2004-08-20,78000586,114.0,Go back to where the horror began.,Exorcist: The Beginning,4.7,183,Stellan Skarsgård Izabella Scorupco James D'Arcy Julian Wadham Remy Sweeney,Renny Harlin,20,8,2004,112997989,110173867,97.5,5.17
332,75000000,,gadget,Inspector Gadget,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",17.561954999999998,1999-07-23,97387965,78.0,The greatest hero ever assembled.,Inspector Gadget,4.3,318,Matthew Broderick Rupert Everett Joely Fisher Michelle Trachtenberg Andy Dick,David Kellogg,23,7,1999,120435358,156386059,129.85,4.658
75656,75000000,,paris bank secret fbi vault,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,71.124686,2013-05-29,117698894,115.0,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,5487,Jesse Eisenberg Mark Ruffalo Woody Harrelson Mélanie Laurent Isla Fisher,Louis Leterrier,29,5,2013,86126745,135160302,156.93,7.295
38365,80000000,http://www.grownups-movie.com/,overweight swing foot convertible arrow,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",38.864027,2010-06-24,271430189,102.0,Boys will be boys. . . some longer than others.,Grown Ups,6.0,1705,Adam Sandler Salma Hayek Maria Bello Steve Buscemi Maya Rudolph,Dennis Dugan,24,6,2010,97482246,330745309,339.29,6.023
594,60000000,http://www.theterminal-themovie.com/,new york airport marriage proposal translation craftsman,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",57.753914,2004-06-17,219417255,128.0,Life is waiting.,The Terminal,7.0,1910,Tom Hanks Catherine Zeta-Jones Stanley Tucci Chi McBride Diego Luna,Steven Spielberg,17,6,2004,84748492,309921358,365.7,6.994
15189,35000000,,adoption puppy pitbull orphan foster home,Hotel for Dogs,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",13.25753,2009-01-16,73034460,100.0,No stray gets turned away.,Hotel for Dogs,5.7,202,Emma Roberts Jake T. Austin Don Cheadle Johnny Simmons Kyla Pratt,Thor Freudenthal,16,1,2009,43501452,90774431,208.67,5.925
11678,75000000,https://www.epicbuzz.net/movies/vertical-limit,himalaya pakistan climbing k2 mountaineering,Vertical Limit,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.",13.318744,2000-12-08,215663859,124.0,The Mountain Will Decide.,Vertical Limit,5.9,283,Chris O'Donnell Robin Tunney Bill Paxton Scott Glenn Izabella Scorupco,Martin Campbell,8,12,2000,116927532,336227238,287.55,6.039
6538,75000000,http://www.charliewilsonswar.net/,washington d.c. alcohol cia helicopter refugee camp,Charlie Wilson's War,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",18.70031,2007-12-19,119000410,102.0,Based on a true story. You think we could make all this up?,Charlie Wilson's War,6.5,338,Tom Hanks Philip Seymour Hoffman Julia Roberts Amy Adams Om Puri,Mike Nichols,19,12,2007,96946094,153821666,158.67,6.536
10555,75000000,,fish hero mission of murder threat to death secret love,Shark Tale,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",47.094369,2004-09-20,367275019,90.0,The story of what happens when one little fish tells a great white lie...,Shark Tale,5.8,1557,Will Smith Robert De Niro Renée Zellweger Jack Black Angelina Jolie,Vicky Jenson,20,9,2004,105935615,518766734,489.7,5.832
1125,70000000,http://www.dreamgirlsmovie.com/,music record manager black people adultery soul,Dreamgirls,"Three young women – Deena Jones, Effie White and Lorrell Robinson – dream of becoming pop stars and they get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early.",14.486311,2006-12-25,154937680,134.0,One Dream Will Change Everything,Dreamgirls,6.6,284,Jamie Foxx Beyoncé Knowles Eddie Murphy Danny Glover Jennifer Hudson,Bill Condon,25,12,2006,93197512,206282947,221.34,6.626
4551,53000000,,baseball bat widow recording contract recording studio russian mafia,Be Cool,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music exec on the way.",18.61472,2005-03-04,95226116,118.0,Everyone is looking for the next big hit,Be Cool,5.4,292,John Travolta Uma Thurman Vince Vaughn Cedric the Entertainer André Benjamin,F. Gary Gray,4,3,2005,72680745,130586888,179.67,5.613
612,70000000,,paris assassination israel hotel room 1970s,Munich,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",29.035222,2005-12-22,130358911,164.0,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,Munich,6.9,696,Eric Bana Daniel Craig Ciarán Hinds Mathieu Kassovitz Hanns Zischler,Steven Spielberg,22,12,2005,95993437,178765714,186.23,6.89
9567,70000000,,u.s. army nigeria president,Tears of the Sun,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",27.055085,2003-03-07,85632458,121.0,He was trained to follow orders. He became a hero by defying them.,Tears of the Sun,6.4,573,Bruce Willis Monica Bellucci Cole Hauser Eamonn Walker Johnny Messner,Antoine Fuqua,7,3,2003,101839438,124582305,122.33,6.431
37821,75000000,http://killersfilm.com/,assassin,Killers,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",23.004607,2010-06-04,98159963,100.0,Perfect wife. Perfect target.,Killers,5.7,772,Katherine Heigl Ashton Kutcher Tom Selleck Catherine O'Hara Alex Borstein,Robert Luketic,4,6,2010,91389606,119610671,130.88,5.77
203801,75000000,,spy cold war remake based on tv series buddy cop,The Man from U.N.C.L.E.,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",48.74420900000001,2015-08-13,108145109,116.0,Saving the world never goes out of style.,The Man from U.N.C.L.E.,7.1,2265,Henry Cavill Armie Hammer Alicia Vikander Elizabeth Debicki Luca Calvani,Guy Ritchie,13,8,2015,84437985,121754069,144.19,7.092
2539,80000000,,upper class mother single parent parents kids relationship wife husband relationship,Spanglish,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",14.209329,2004-12-17,55041367,130.0,Every family has a hero.,Spanglish,5.8,369,Adam Sandler Téa Leoni Paz Vega Cloris Leachman Shelbie Bruce,James L. Brooks,17,12,2004,112997989,77744547,68.8,5.923
9297,75000000,http://www.sonypictures.com/movies/monsterhouse/,monster secret toy children neighbor,Monster House,"Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",36.368839,2006-07-21,140175006,91.0,The House is . . . ALIVE!,Monster House,6.3,874,Ryan Newman Steve Buscemi Mitchel Musso Sam Lerner Spencer Locke,Gil Kenan,21,7,2006,99854477,186628026,186.9,6.327
3172,75000000,,prison,Bandits,Two bank robbers fall in love with the girl they've kidnapped.,24.353302,2001-10-12,67631903,123.0,"Two's company, three's a crime.",Bandits,6.2,302,Bruce Willis Billy Bob Thornton Cate Blanchett Troy Garity William Converse-Roberts,Barry Levinson,12,10,2001,113521876,102369340,90.18,6.286
6520,55000000,,camelot knight king arthur excalibur knights of the round table,First Knight,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",19.143321,1995-07-07,127600435,134.0,Their greatest battle would be for her love.,First Knight,5.9,311,Sean Connery Richard Gere Julia Ormond Ben Cross Liam Cunningham,Jerry Zucker,7,7,1995,96536861,223966282,232.0,6.028
1439,75000000,,civil war father son relationship east india trading company traitor death penalty,Anna and the King,The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860's. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,13.327372,1999-12-16,39251128,148.0,,Anna and the King,6.4,197,Jodie Foster Chow Yun-fat Bai Ling Tom Felton Randall Duk Kim,Andy Tennant,16,12,1999,120435358,63029649,52.33,6.478
37958,75000000,http://www.immortalsmovie.com/splash/,poison army zeus poseidon spear,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",37.917002,2011-11-10,226904017,110.0,The Gods need a hero.,Immortals,5.7,880,Mickey Rourke Kellan Lutz Isabel Lucas Henry Cavill Luke Evans,Tarsem Singh,10,11,2011,88727773,268435842,302.54,5.762
2026,52000000,,fbi kidnapping police operation home invasion hostage situation,Hostage,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",23.663713,2005-03-09,77944725,113.0,Every Second Counts,Hostage,6.2,512,Bruce Willis Kevin Pollak Jimmy Bennett Michelle Horn Ben Foster,Florent-Emilio Siri,9,3,2005,71309410,106888315,149.89,6.254
7450,75000000,,monster galaxy dystopia space alien,Titan A.E.,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Dredge are bent on mankind's destruction.",14.44381,2000-06-16,36754634,94.0,"When Earth Ends, The Adventure Begins.",Titan A.E.,6.3,313,Matt Damon Bill Pullman Drew Barrymore John Leguizamo Nathan Lane,Gary Goldman,16,6,2000,116927532,57301715,49.01,6.368
11375,75000000,,rap music hitman,Hollywood Homicide,"Joe Gavilan (Harrison Ford) and his new partner K. C. Calden (Josh Hartnett), are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",10.605084,2003-06-09,51142659,116.0,,Hollywood Homicide,5.0,166,Harrison Ford Josh Hartnett Lena Olin Bruce Greenwood Isaiah Washington,Ron Shelton,9,6,2003,109113683,74404852,68.19,5.433
9425,75000000,http://www.wb-soldier.com/,space marine dystopia alien planet genetic engineering,Soldier,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",11.873856,1998-10-23,14567883,99.0,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",Soldier,6.1,221,Kurt Russell Jason Scott Lee Jason Isaacs Connie Nielsen Sean Pertwee,Paul W.S. Anderson,23,10,1998,122844065,23861039,19.42,6.23
23685,75000000,,parallel world organ donation horniness agent aftercreditsstinger,Monkeybone,"After a car crash sends repressed cartoonist Stu Miley (Fraser) into a coma, he and the mischievous Monkeybone, his hilariously horny alter-ego, wake up in a wacked-out waystation for lost souls. When Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!",8.098369,2001-02-23,5409517,93.0,"If It Yells, If It Swings, It's Got To Be Monkeybone!",Monkeybone,4.3,78,Brendan Fraser Bridget Fonda John Turturro Chris Kattan Giancarlo Esposito,Henry Selick,23,2,2001,113521876,8187980,7.21,5.308
11866,45000000,,robbery water gobi desert disaster airplane crash,Flight of the Phoenix,"When an Amacor oil rig in the Gobi Desert of Mongolia proves unproductive, Captain Frank Towns and copilot ""A.J."" are sent to shut the operation down. However, on their way to Beijing, a major dust storm forces them to ditch their C-119 Flying Boxcar in an uncharted area of the desert.",20.374308,2004-12-17,21009180,113.0,"Out of the ashes, hope will rise.",Flight of the Phoenix,5.7,276,Dennis Quaid Tyrese Gibson Giovanni Ribisi Miranda Otto Hugh Laurie,John Moore,17,12,2004,63561369,29674938,46.69,5.874
9741,75000000,,father son relationship train accident comic book marriage crisis invulnerability,Unbreakable,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",42.006908,2000-11-13,248118121,106.0,Some things are only revealed by accident.,Unbreakable,6.9,1946,Bruce Willis Samuel L. Jackson Robin Wright Spencer Treat Clark John Patrick Amedori,M. Night Shyamalan,13,11,2000,116927532,386824529,330.82,6.896
211672,74000000,http://www.minionsmovie.com/,assistant aftercreditsstinger duringcreditsstinger evil mastermind minions,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",875.581305,2015-06-17,1156730962,91.0,"Before Gru, they had a history of bad bosses",Minions,6.4,4571,Sandra Bullock Jon Hamm Michael Keaton Allison Janney Steve Coogan,Kyle Balda,17,6,2015,83312146,1302293768,1563.15,6.404
23629,82000000,http://suckerpunchmovie.warnerbros.com,brothel fantasy asylum reality escape,Sucker Punch,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",39.127082,2011-03-24,89792502,110.0,You will be unprepared,Sucker Punch,5.9,1623,Emily Browning Abbie Cornish Jena Malone Vanessa Hudgens Jamie Chung,Zack Snyder,24,3,2011,97009032,106227850,109.5,5.928
8688,73000000,,casino political activism boxer mission of murder boxing match,Snake Eyes,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",20.790703,1998-08-07,103891409,98.0,Believe everything except your eyes.,Snake Eyes,5.8,327,Nicolas Cage Gary Sinise John Heard Carla Gugino Tamara Tunie,Brian De Palma,7,8,1998,119568224,170165907,142.32,5.937
10153,75000000,http://www.warnerbros.com/movies/home-entertainment/sphere/7bdffe73-2a0e-4e7a-98e7-cee4d723e0b3.html,ocean extraterrestrial technology space marine paranoia raumschiffabsturz,Sphere,"The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft.They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.",18.65988,1998-02-13,13100000,134.0,"A thousand feet beneath the sea, the blackest holes are in the mind...",Sphere,5.8,476,Dustin Hoffman Sharon Stone Samuel L. Jackson Peter Coyote Liev Schreiber,Barry Levinson,13,2,1998,122844065,21456763,17.47,5.898
153518,73000000,http://www.angrybirds-movie.com/en/,island bird pig talking animal based on video game,The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",45.720894,2016-05-11,349779543,97.0,Why so angry?,The Angry Birds Movie,5.9,1022,Jason Sudeikis Josh Gad Danny McBride Maya Rudolph Bill Hader,Fergal Reilly,11,5,2016,81372580,389896767,479.15,5.943
8676,70000000,http://www.warnerbros.com/fools-gold,helicopter cemetery boat mexican standoff sword,Fool's Gold,"Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.",21.789615,2008-02-07,111231041,112.0,This February True Love Takes a Dive.,Fool's Gold,5.4,444,Matthew McConaughey Kate Hudson Donald Sutherland Ewen Bremner Alexis Dziena,Andy Tennant,7,2,2008,87002905,138248910,158.9,5.548
20829,75000000,http://www.funnypeoplemovie.com,comedian cancer bromance stand-up comedian,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",20.199057,2009-07-31,61458982,146.0,"George Simmons was prepared to die, but then a funny thing happened.",Funny People,5.7,390,Adam Sandler Seth Rogen Leslie Mann Eric Bana Jonah Hill,Judd Apatow,31,7,2009,93217398,76387285,81.95,5.829
4349,70000000,http://www.thekingdommovie.com/,assassination assassin terrorist explosive fbi,The Kingdom,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,26.123705,2007-08-22,86658558,110.0,How do you stop an enemy who isn't afraid to die?,The Kingdom,6.5,513,Jamie Foxx Jennifer Garner Chris Cooper Jason Bateman Ali Suliman,Peter Berg,22,8,2007,90483021,112016116,123.8,6.525
9718,72500000,http://www.sonypictures.com/homevideo/talladeganights/,north carolina prayer family dinner advertising divorce,Talladega Nights: The Ballad of Ricky Bobby,"Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like ""Shake and bake!"" But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.",12.599836,2006-08-04,162966177,116.0,The story of a man who could only count to #1,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,Will Ferrell John C. Reilly Sacha Baron Cohen Gary Cole Michael Clarke Duncan,Adam McKay,4,8,2006,96525994,216972032,224.78,6.256
10808,70000000,,veterinarian forest bear animal animal protection,Dr. Dolittle 2,"Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.",13.543053,2001-06-22,176104344,87.0,The doctor is in again.,Dr. Dolittle 2,4.9,410,Eddie Murphy Kristen Wilson Raven-Symoné Kyla Pratt Mandy Moore,Steve Carr,22,6,2001,105953751,266555940,251.58,5.117
